Flag - Credit Pull ,Flag - App Started,Flag - App Complete,Flag - Loan,Zip Code Short,LIEN1FINANCELOANAMOUNT
0,0,0,0,34217,420750
0,0,0,0,20615,262406.4
0,0,0,0,70456,183282.2
1,1,1,1,20136,272000
0,0,0,0,22972,
0,0,0,0,32305,173367.153846154
0,0,0,0,34957,238449.648854962
0,0,0,0,24312,201622.666666667
1,1,1,0,94587,330000
0,0,0,0,48048,192992.576271186
0,0,0,0,93268,201723.658536585
0,0,0,0,32408,222546.310679612
1,1,1,1,04032,192000
0,0,0,0,59935,225137.75
0,0,0,0,76249,213892
0,0,0,0,38105,142373
0,0,0,0,45050,202218.25
0,0,0,0,90248,430862.083333333
0,0,0,0,37205,316467.775
0,0,0,0,94070,372283.277777778
0,1,0,0,20735,348951
0,0,0,0,35610,191467.5
0,0,0,0,06409,228862.5
0,0,0,0,15961,153408.5
0,0,0,0,60553,181649
0,0,0,0,21212,270192.192913386
0,0,0,0,19133,159035
0,0,0,0,68346,
0,0,0,0,95348,244408.301204819
0,0,0,0,71051,229723.25
0,0,0,0,48745,
0,0,0,0,23607,184724.176470588
0,0,0,0,22940,289274.166666667
0,0,0,0,29407,266735.64021164
0,0,0,0,95445,336138
0,0,0,0,79097,225000
0,0,0,0,15213,206094.75
0,0,0,0,24153,222094.776859504
0,0,0,0,44129,186554.173913043
0,0,0,0,38344,195085.384615385
0,0,0,0,59006,262972.333333333
0,0,0,0,91331,406286.167701863
0,0,0,0,68107,
0,0,0,0,76705,182397.173913043
0,0,0,0,06796,512000
0,0,0,0,15681,202091.5
0,0,0,0,60712,335117
0,0,0,0,53206,184757
0,0,0,0,71962,198000
0,0,0,0,19372,222361
0,0,0,0,38449,179975
0,0,0,0,73108,231697.2
0,0,0,0,29646,184114.722222222
0,0,0,0,23839,192388
0,0,0,0,62875,292000
0,0,0,0,70128,192481.141176471
0,0,0,0,48504,164833.571428571
0,0,0,0,03748,198036.454545455
0,0,0,0,44624,224709.625
0,0,0,0,76008,275720.651785714
0,0,0,0,92311,202851.631578947
0,0,0,0,43331,272935.25
0,0,0,0,50226,247557.090909091
0,0,0,0,03045,247563.515463918
0,0,0,0,75028,282581.882352941
0,0,0,0,97211,265177.842105263
1,1,1,1,88008,159065
0,0,0,0,34769,210174.481049563
0,0,0,0,15052,178301
0,0,0,0,45211,190291.896551724
1,1,1,0,87002,151905
0,0,0,0,21053,304835.741935484
0,0,0,0,78140,175426.666666667
0,0,0,0,75158,212722.428571429
0,0,0,0,77493,221558.024963289
0,0,0,0,33401,227109.923076923
0,0,0,0,15122,157380
0,0,0,0,34114,319315.336956522
0,0,0,0,70058,183180.764705882
0,0,0,0,43933,174991
0,0,0,0,85643,181324.5
0,0,0,0,45813,199849.5
0,0,0,0,32034,251451.538860104
0,0,0,0,19970,280862.077777778
0,0,0,0,96059,336178
0,0,0,0,97813,179912.5
0,0,0,0,73132,174272.525114155
0,0,0,0,77407,224834.355244755
0,0,0,0,36346,198626
0,0,0,0,54024,244541.05
0,1,0,0,96001,231200
0,0,0,0,23803,191100.208588957
0,0,0,0,74427,192399.2
0,0,0,0,60025,372668.813333333
0,0,0,0,95133,456044.260869565
0,0,0,0,85004,164466
0,0,0,0,44113,245937
0,0,0,0,34753,207783.928571429
0,0,0,0,19348,283705.586206897
0,0,0,0,90033,340128.333333333
0,0,0,0,86024,259048.428571429
0,0,0,0,45887,205044.142857143
0,0,0,0,70112,256500
0,0,0,0,80104,366875.926829268
0,0,0,0,93013,441823.333333333
0,0,0,0,54729,219634.376984127
0,0,0,0,04915,203525.5625
0,0,0,0,53531,247963.612903226
0,0,0,0,97526,210271.62
0,0,0,0,17370,203321.583333333
0,0,0,0,43406,286711
0,0,0,0,61410,171498.2
0,0,0,0,18070,232707
0,0,0,0,50511,194144.727272727
0,0,0,0,94506,491541.357142857
1,1,1,0,48117,154076
0,0,0,0,15068,190006.2
0,0,0,0,15765,182875.5
1,1,1,1,95610,304385
0,0,0,0,91406,477774.81300813
0,0,0,0,80238,428697.666666667
0,0,0,0,49945,229719.777777778
0,0,0,0,24558,211246
0,0,0,0,44883,193363.333333333
0,0,0,0,37830,205911.11299435
0,0,0,0,77036,190078.166666667
0,0,0,0,74016,188661.916666667
0,0,0,0,50120,196181
0,0,0,0,49237,192171.75
0,0,0,0,29540,205037.333333333
0,0,0,0,15459,176739
0,0,0,0,59872,248242
0,0,0,0,87020,195540.615384615
0,0,0,0,19074,182429.466666667
0,0,0,0,04085,190202.666666667
0,0,0,0,37342,191985.25
0,0,0,0,52535,
0,0,0,0,35184,209663
1,1,0,0,78253,196222
0,0,0,0,79703,194878.74742268
0,0,0,0,78336,205567.655172414
0,0,0,0,62001,251446
0,0,0,0,16374,281500
0,0,0,0,75423,198010.333333333
0,0,0,0,35757,191166.063829787
0,0,0,0,72136,197972
0,0,0,0,48602,158321.5
0,0,0,0,03590,
0,0,0,0,61021,211087.693877551
0,0,0,0,80535,180978
0,0,0,0,93422,398068.890510949
0,0,0,0,24486,195059.625
1,1,0,0,85383,283900
0,0,0,0,85338,234626.458158996
0,0,0,0,20692,232152.5
0,0,0,0,18360,204436.418181818
0,0,0,0,86334,211998.045454545
0,0,0,0,32563,233209.417989418
0,0,0,0,24574,191363.80952381
0,0,0,0,03462,240147.090909091
0,0,0,0,78417,173794
0,0,0,0,52214,198786.909090909
0,0,0,0,88401,239392.333333333
0,0,0,0,59421,225205.909090909
0,0,0,0,33156,342019.85
0,0,0,0,54846,216231.6
0,0,0,0,24279,183908.333333333
0,0,0,0,33785,287844
0,0,0,0,60438,179213.027586207
0,0,0,0,80214,352347.333333333
0,0,0,0,44203,200787.964285714
0,0,0,0,22454,212258.666666667
0,0,0,0,68520,
0,0,0,0,51234,157500
0,0,0,0,23061,217990.768987342
0,0,0,0,79022,193209
0,0,0,0,17060,183000
0,0,0,0,50601,274125
0,0,0,0,03857,249911.15
0,0,0,0,52553,159228
0,0,0,0,92071,389924.642201835
0,0,0,0,19012,215123.80952381
0,0,0,0,62067,219582.266666667
0,0,0,0,77050,154985.666666667
0,0,0,0,32224,257858.99408284
0,0,0,0,88346,265109
0,0,0,0,95564,
0,0,0,0,49251,196916.96875
0,0,0,0,48169,222873.883597884
0,0,0,0,04630,165938
0,0,0,0,54473,217880.888888889
0,0,0,0,21841,201636.888888889
0,0,0,0,74070,206959.434782609
0,0,0,0,78583,189688.666666667
0,0,0,0,38024,183277.376811594
0,0,0,0,37324,220897.727272727
0,0,0,0,29526,198582.483870968
0,0,0,0,50146,343875
0,0,0,0,20706,290470.574793875
0,0,0,0,60472,189869
0,0,0,0,79068,244266.5
0,0,0,0,45171,190370.888888889
0,0,0,0,33611,247457.71875
0,0,0,0,93444,391759.037735849
0,0,0,0,61047,188745.666666667
0,0,0,0,15332,193049.75
0,0,0,0,72150,189341.567567568
0,0,0,0,79765,217630.649867374
0,0,0,0,51573,
1,1,1,0,60185,257000
0,0,0,0,06256,215014.8
0,0,0,0,22812,217810.421052632
1,1,1,1,86323,155677
0,0,0,0,03585,168825.6
0,0,0,0,60401,196874.767857143
0,0,0,0,38057,225381.125
0,0,0,0,43022,209827.75
0,0,0,0,04090,235489.267857143
0,0,0,0,74003,190480.035714286
0,0,0,0,04643,182434
0,0,0,0,37357,197222.153846154
0,0,0,0,03824,311980.321428571
1,1,1,0,29671,150000
0,0,0,0,37825,200957.352941176
0,0,0,0,32257,220595.509868421
0,0,0,0,94122,467123.153846154
0,0,0,0,53115,210514.689189189
0,0,0,0,62014,197452
0,0,0,0,50638,224658.333333333
0,0,0,0,95968,191211.5
0,0,0,0,61739,214800
0,0,0,0,45102,193319.064814815
0,0,0,0,17754,210181.027027027
0,0,0,0,19061,204179.565217391
0,0,0,0,50135,190088.666666667
0,0,0,0,77023,230317.05
1,1,1,0,85704,298500
0,0,0,0,17059,220810.428571429
0,0,0,0,29555,205909
0,0,0,0,15341,187460
0,0,0,0,87035,213138.444444444
1,1,1,1,51534,273500
0,0,0,0,24557,178588
0,0,0,0,15456,169326
0,0,0,0,80237,432145.571428571
0,0,0,0,33175,295745.173184358
0,0,0,0,52237,173224
1,1,1,0,34744,225834
0,0,0,0,71119,181895.671052632
1,1,1,0,36582,142373
0,0,0,0,77039,183840.875
0,0,0,0,45118,177686
0,0,0,0,68503,
0,0,0,0,62703,172678.666666667
0,0,0,0,61723,
0,0,0,0,74019,194790.141221374
0,0,0,0,54865,199207.5
0,0,0,0,18343,172012
0,0,0,0,49238,189667
0,0,0,0,03441,184715.5
0,0,0,0,35055,189133
0,0,0,0,35758,192396.546875
0,0,0,0,76301,168769.5
0,0,0,0,17043,170258.5
0,0,0,0,50622,207537.3125
0,0,0,0,75210,175021
0,0,0,0,91604,518209.333333333
1,1,1,1,53010,207400
1,1,1,0,60103,206686
0,0,0,0,45724,171830
0,0,0,0,22939,232135.083333333
0,0,0,0,94704,173181
0,0,0,0,22546,210374.205607477
0,0,0,0,95843,306347.847082495
0,0,0,0,85206,229030.110204082
0,0,0,0,78208,198853.5
0,0,0,0,76230,198648.444444444
0,0,0,0,92624,471165.5
0,0,0,0,06470,372310.88
1,1,1,0,85122,172320
0,0,0,0,19094,216042.285714286
0,0,0,0,03570,140250
0,0,0,0,92129,412023.612903226
0,0,0,0,29801,209203.303278689
0,0,0,0,74128,159065
0,0,0,0,49404,200481.688888889
1,1,1,0,75134,147083
0,0,0,0,52306,231328
0,0,0,0,21919,227512.682926829
0,0,0,0,16938,210273.5
0,0,0,0,92103,410445.833333333
1,1,1,1,52302,204000
0,0,0,0,97003,239438.864864865
0,0,0,0,37388,203070.982608696
0,0,0,0,33763,205023.793333333
0,0,0,0,17086,175000
0,0,0,0,70437,226767.31372549
0,0,0,0,78222,183093.681481481
0,0,0,0,49323,209550.46728972
0,0,0,0,50034,166500
0,0,0,0,44436,186344.5
0,0,0,0,93536,313853.200206398
0,0,0,0,54501,225372.290322581
0,0,0,0,03257,284484.095238095
0,0,0,0,16912,178300
0,0,0,0,32824,243828.897394137
0,0,0,0,04742,
0,0,0,0,68418,
0,0,0,0,78950,211987.333333333
0,0,0,0,44849,
0,0,0,0,37924,199109.816326531
0,0,0,0,06825,398210.946428571
0,0,0,0,53719,245699.274914089
0,0,0,0,53014,210844.458333333
0,0,0,0,75948,214532.4
0,0,0,0,06357,276167.5
0,0,0,0,51401,227995.529411765
0,0,0,0,20674,300159.285714286
1,1,1,1,20784,223850
0,0,0,0,72022,194727.942446043
0,1,0,0,74010,201286
0,0,0,0,43123,208903.359259259
0,0,0,0,24592,190936.4375
0,0,0,0,80421,366882.928571429
0,0,0,0,60178,208246.889570552
0,0,0,0,92276,242442.448275862
0,0,0,0,34103,293656.472222222
0,0,0,0,77389,239920.215246637
0,0,0,0,61240,192564.52
0,0,0,0,52754,208984.8
0,0,0,0,45804,174689
0,0,0,0,49056,211434.666666667
0,0,0,0,16115,241185.6
0,0,0,0,73762,234043
0,0,0,0,19518,216270.034482759
1,1,1,1,92555,230000
0,0,0,0,53813,237084.833333333
0,0,0,0,62912,213300
0,0,0,0,69358,
0,0,0,0,50833,242954.2
0,0,0,0,48463,185860.935483871
0,0,0,0,62260,229400.268292683
0,0,0,0,85087,265884.929292929
0,0,0,0,94585,332053.938983051
0,0,0,0,17520,190527
0,0,0,0,79562,236407.310344828
0,0,0,0,77484,228455.434782609
0,0,0,0,15135,171713.25
0,0,0,0,93643,208802.833333333
0,0,0,0,21639,197769.333333333
1,1,1,1,60156,229500
0,0,0,0,19967,262235.810810811
0,0,0,0,06027,235813
0,0,0,0,72581,147785.5
0,0,0,0,68065,
0,0,0,0,61548,210933.384615385
0,0,0,0,52751,174000.5
0,0,0,0,49053,191450.716981132
0,0,0,0,19962,243544.089820359
0,0,0,0,78152,210805.548387097
0,0,0,0,62568,203117.708333333
0,0,0,0,80751,216189.666666667
0,0,0,0,45373,224482.019607843
0,0,0,0,75094,291960.161290323
0,0,0,0,94580,447274.575
0,0,0,0,76667,176468
0,0,0,0,97801,197876.954545455
1,1,1,1,70769,172000
0,0,0,0,75647,186671.166666667
0,0,0,0,21131,359787.775862069
0,0,0,0,50836,179894
0,0,0,0,38226,154362
0,0,0,0,48819,191222.093023256
0,0,0,0,23885,252072.689655172
0,0,0,0,23229,246608.75877193
0,0,0,0,33413,259584.915
0,0,0,0,53816,268550
0,0,0,0,49680,187275.833333333
0,0,0,0,93646,184130.363636364
0,0,0,0,45801,181538.176470588
0,0,0,0,62265,220296.789473684
1,1,0,0,33909,151948
0,0,0,0,61937,176000
0,0,0,0,62917,284000
